Question,Annotation
Question,label
RecipeID: 18181<br>,A3
RecipeID: 25569<br>,A5
RecipeID: 01136<br>,A3
RecipeID: 24707<br>,A4
RecipeID: 23245<br>,A3
RecipeID: 36540<br>,A2
RecipeID: 35329<br>,A5
RecipeID: 24678<br>,A3
RecipeID: 42566<br>,A5
RecipeID: 31790<br>,A3
RecipeID: 29870<br>,A5
RecipeID: 36968<br>,A3
RecipeID: 06270<br>,A3
RecipeID: 24761<br>,A1
RecipeID: 46965<br>,A5
RecipeID: 26881<br>,A5
RecipeID: 44422<br>,A2
RecipeID: 27609<br>,A3
RecipeID: 25949<br>,A5
RecipeID: 09932<br>,A2
RecipeID: 20992<br>,A1
RecipeID: 37439<br>,A3
RecipeID: 26848<br>,A5
RecipeID: 05356<br>,A5
RecipeID: 30432<br>,A5
RecipeID: 41253<br>,A3
RecipeID: 29625<br>,A4
RecipeID: 19254<br>,A2
RecipeID: 45173<br>,A3
RecipeID: 08026<br>,A3
RecipeID: 14027<br>,A2
RecipeID: 09577<br>,A5
RecipeID: 53374<br>,A1
RecipeID: 24649<br>,A5
RecipeID: 12914<br>,A3
RecipeID: 27424<br>,A1
RecipeID: 05021<br>,A3
RecipeID: 41075<br>,A3
RecipeID: 03788<br>,A5
RecipeID: 36636<br>,A3
RecipeID: 05381<br>,A4
RecipeID: 03770<br>,A5
RecipeID: 06901<br>,A5
RecipeID: 18253<br>,A5
RecipeID: 16539<br>,A4
RecipeID: 05118<br>,A1
RecipeID: 50479<br>,A2
RecipeID: 09254<br>,A2
RecipeID: 02264<br>,A5
RecipeID: 45758<br>,A5
RecipeID: 36187<br>,A1
RecipeID: 47316<br>,A6
RecipeID: 51416<br>,A4
RecipeID: 53719<br>,A5
RecipeID: 07678<br>,A5
RecipeID: 43918<br>,A2
RecipeID: 42477<br>,A1
RecipeID: 35095<br>,A6
RecipeID: 03626<br>,A3
RecipeID: 15313<br>,A1
RecipeID: 46449<br>,A5
RecipeID: 01830<br>,A1
RecipeID: 15870<br>,A2
RecipeID: 29765<br>,A3
RecipeID: 47686<br>,A3
RecipeID: 11924<br>,A3
RecipeID: 11035<br>,A5
RecipeID: 03888<br>,A3
RecipeID: 06077<br>,A5
RecipeID: 39605<br>,A5
RecipeID: 25141<br>,A3
RecipeID: 17793<br>,A2
RecipeID: 53138<br>,A3
RecipeID: 17110<br>,A3
RecipeID: 46309<br>,A5
RecipeID: 08521<br>,A2
RecipeID: 51349<br>,A5
RecipeID: 38948<br>,A5
RecipeID: 29810<br>,A2
RecipeID: 23436<br>,A5
RecipeID: 00387<br>,A3
RecipeID: 27461<br>,A3
RecipeID: 44884<br>,A3
RecipeID: 15226<br>,A3
RecipeID: 00705<br>,A1
RecipeID: 35668<br>,A5
RecipeID: 04143<br>,A3
RecipeID: 02530<br>,A2
RecipeID: 01528<br>,A2
RecipeID: 12430<br>,A5
RecipeID: 09988<br>,A3
RecipeID: 02681<br>,A1
RecipeID: 42409<br>,A1
RecipeID: 18289<br>,A3
RecipeID: 40327<br>,A1
RecipeID: 51805<br>,A4
RecipeID: 30492<br>,A5
RecipeID: 31072<br>,A5
RecipeID: 53994<br>,A2
RecipeID: 13565<br>,A5
RecipeID: 19643<br>,A3
RecipeID: 16841<br>,A5
RecipeID: 51977<br>,A1
RecipeID: 44198<br>,A3
RecipeID: 08964<br>,A3
RecipeID: 09227<br>,A5
RecipeID: 04803<br>,A2
RecipeID: 33858<br>,A1
RecipeID: 53074<br>,A5
RecipeID: 00148<br>,A3
RecipeID: 32174<br>,A5
RecipeID: 00977<br>,A5
RecipeID: 52528<br>,A3
RecipeID: 19617<br>,A3
RecipeID: 17101<br>,A5
RecipeID: 37723<br>,A1
RecipeID: 15009<br>,A5
RecipeID: 39354<br>,A4
RecipeID: 46735<br>,A2
RecipeID: 32618<br>,A1
RecipeID: 00445<br>,A3
RecipeID: 55055<br>,A1
RecipeID: 01349<br>,A4
RecipeID: 52653<br>,A2
RecipeID: 05525<br>,A2
RecipeID: 04068<br>,A2
RecipeID: 16057<br>,A4
RecipeID: 44158<br>,A3
RecipeID: 50406<br>,A1
RecipeID: 40101<br>,A3
RecipeID: 01372<br>,A5
RecipeID: 07152<br>,A3
RecipeID: 33704<br>,A3
RecipeID: 44706<br>,A2
RecipeID: 25023<br>,A5
RecipeID: 06826<br>,A2
RecipeID: 00074<br>,A4
RecipeID: 46658<br>,A4
RecipeID: 23985<br>,A3
RecipeID: 46103<br>,A3
RecipeID: 38693<br>,A5
RecipeID: 53061<br>,A1
RecipeID: 44432<br>,A5
RecipeID: 24397<br>,A4
RecipeID: 47479<br>,A5
RecipeID: 27355<br>,A4
RecipeID: 44139<br>,A4
RecipeID: 26898<br>,A3
RecipeID: 41951<br>,A3
RecipeID: 37762<br>,A4
RecipeID: 45832<br>,A2
RecipeID: 37732<br>,A3
RecipeID: 35197<br>,A4
RecipeID: 37895<br>,A5
RecipeID: 49653<br>,A3
RecipeID: 07712<br>,A1
RecipeID: 05742<br>,A5
RecipeID: 49139<br>,A3
RecipeID: 08352<br>,A5
RecipeID: 51863<br>,A3
RecipeID: 52615<br>,A2
RecipeID: 20759<br>,A1
RecipeID: 11626<br>,A2
RecipeID: 30984<br>,A5
RecipeID: 37630<br>,A3
RecipeID: 01876<br>,A1
RecipeID: 53665<br>,A3
RecipeID: 12045<br>,A1
RecipeID: 12144<br>,A3
RecipeID: 50882<br>,A5
RecipeID: 12079<br>,A5
RecipeID: 51789<br>,A5
RecipeID: 39116<br>,A5
RecipeID: 35926<br>,A3
RecipeID: 50618<br>,A3
RecipeID: 23351<br>,A6
RecipeID: 16244<br>,A5
RecipeID: 19579<br>,A5
RecipeID: 45784<br>,A4
RecipeID: 20395<br>,A3
RecipeID: 20528<br>,A5
RecipeID: 31675<br>,A3
RecipeID: 13827<br>,A3
RecipeID: 01656<br>,A4
RecipeID: 17131<br>,A5
RecipeID: 53471<br>,A4
RecipeID: 03313<br>,A2
RecipeID: 18500<br>,A2
RecipeID: 08713<br>,A4
RecipeID: 26594<br>,A2
RecipeID: 41619<br>,A3
RecipeID: 10730<br>,A4
RecipeID: 48528<br>,A4
RecipeID: 15033<br>,A5
RecipeID: 18007<br>,A3
RecipeID: 06285<br>,A4
RecipeID: 13564<br>,A5
RecipeID: 08622<br>,A5
RecipeID: 49890<br>,A5
RecipeID: 54834<br>,A4
RecipeID: 05190<br>,A1
RecipeID: 45484<br>,A4
RecipeID: 45545<br>,A5
RecipeID: 24131<br>,A5
RecipeID: 14495<br>,A5
RecipeID: 53097<br>,A4
RecipeID: 19222<br>,A4
RecipeID: 17963<br>,A4
RecipeID: 41566<br>,A1
RecipeID: 15160<br>,A3
RecipeID: 14676<br>,A1
RecipeID: 10393<br>,A4
RecipeID: 21287<br>,A3
RecipeID: 21394<br>,A5
RecipeID: 39391<br>,A3
RecipeID: 37712<br>,A3
RecipeID: 05300<br>,A1
RecipeID: 22896<br>,A5
RecipeID: 18673<br>,A3
RecipeID: 17302<br>,A5
RecipeID: 43583<br>,A5
RecipeID: 14263<br>,A5
RecipeID: 30658<br>,A4
RecipeID: 35147<br>,A5
RecipeID: 38316<br>,A2
RecipeID: 47803<br>,A5
RecipeID: 49046<br>,A3
RecipeID: 11835<br>,A3
RecipeID: 07581<br>,A3
RecipeID: 30908<br>,A3
RecipeID: 47475<br>,A5
RecipeID: 30628<br>,A5
RecipeID: 18688<br>,A3
RecipeID: 24320<br>,A5
RecipeID: 52307<br>,A5
RecipeID: 52125<br>,A2
RecipeID: 33922<br>,A5
RecipeID: 12770<br>,A3
RecipeID: 32411<br>,A3
RecipeID: 02858<br>,A5
RecipeID: 04822<br>,A2
RecipeID: 26229<br>,A3
